,Q1_1,Q1_2,Q1_4,Q3_1,Q3_2,Q3_3,Q9,Q2,Q8_1,Q8_2,Q8_99,Q6ax1_1,Q6ax3_2,Q7_1,Q7_2,Q7_3,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_8,Q14_99,Q15_2,Q15_3,Q15_5,Q15_7,Q15_8,Q15_10,Q15_99,Q10_2
132,1,1,0,1,1,0,Very familiar,"10,000-20,000",1,0,0,5.0,0.0,Strongly agree,Somewhat agree,Strongly agree,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
133,1,1,0,0,1,0,Very familiar,"10,000-20,000",1,1,0,5.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
134,0,1,0,1,0,0,Very familiar,"10,000-20,000",0,0,1,0.0,0.0,Strongly agree,Strongly agree,Neither agree nor disagree,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
135,1,1,0,1,1,0,Very familiar,"10,000-20,000",1,1,0,5.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
136,0,1,0,1,1,0,Somewhat familiar,"20,001-50,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
137,1,0,0,1,1,0,Not at all familiar,"Less than 10,000",0,0,1,3.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
138,0,1,0,0,0,1,Somewhat familiar,"Less than 10,000",0,0,1,0.0,0.0,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
139,0,1,0,1,0,0,Somewhat familiar,"10,000-20,000",1,0,0,0.0,0.0,Somewhat agree,Strongly agree,Somewhat agree,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
140,0,1,0,0,0,1,Not at all familiar,"Less than 10,000",0,0,1,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
141,1,1,0,1,1,1,Very familiar,"10,000-20,000",0,0,1,4.0,0.0,Somewhat agree,Strongly agree,Somewhat agree,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
142,1,1,0,1,1,0,Very familiar,"20,001-50,000",1,1,0,1.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
143,1,1,0,1,1,0,Somewhat familiar,"Less than 10,000",1,0,0,3.0,0.0,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
144,1,0,0,1,0,0,Not at all familiar,"Less than 10,000",1,1,0,3.0,0.0,Strongly agree,Neither agree nor disagree,Somewhat agree,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
145,1,1,0,1,1,0,Somewhat familiar,"10,000-20,000",1,1,0,3.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
146,0,1,0,0,1,0,Somewhat familiar,"10,000-20,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
147,1,0,0,0,0,1,Not at all familiar,"Less than 10,000",0,0,1,3.0,0.0,Somewhat disagree,Somewhat agree,Strongly disagree,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0
148,1,0,0,1,1,0,Not at all familiar,"Less than 10,000",0,0,1,5.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
149,0,1,0,0,0,1,Very familiar,"Less than 10,000",0,0,1,0.0,0.0,Somewhat agree,Somewhat agree,Strongly agree,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
150,0,1,0,1,1,0,Very familiar,"10,000-20,000",1,0,0,0.0,5.0,Somewhat agree,Somewhat disagree,Somewhat agree,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
151,1,0,0,0,1,0,Not at all familiar,"Less than 10,000",0,0,1,5.0,0.0,Strongly agree,Strongly agree,Somewhat disagree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
152,1,0,0,0,0,1,Not at all familiar,"10,000-20,000",0,0,1,4.0,0.0,Somewhat agree,Strongly agree,Somewhat agree,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
153,1,0,0,1,1,0,Somewhat familiar,"Less than 10,000",1,0,0,1.0,4.0,Somewhat agree,Somewhat agree,Somewhat agree,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
154,1,0,0,1,1,0,Not at all familiar,"20,001-50,000",0,0,1,5.0,0.0,Strongly disagree,Neither agree nor disagree,Strongly disagree,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
155,0,1,0,1,1,0,Very familiar,"Less than 10,000",0,0,1,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
156,0,1,0,1,0,0,Very familiar,"10,000-20,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Somewhat disagree,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
157,0,1,0,0,0,1,Very familiar,"10,000-20,000",0,0,1,0.0,0.0,Strongly agree,Strongly agree,Somewhat disagree,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
158,1,1,0,1,1,0,Somewhat familiar,"20,001-50,000",1,1,0,5.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
159,0,1,0,0,1,0,Not at all familiar,"20,001-50,000",0,0,1,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
160,1,0,0,1,1,0,Somewhat familiar,"Less than 10,000",1,0,0,3.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
161,1,1,0,0,1,0,Somewhat familiar,"Less than 10,000",0,0,1,5.0,0.0,Strongly agree,Strongly agree,Strongly disagree,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
162,0,1,0,0,1,0,Not at all familiar,"10,000-20,000",0,1,0,0.0,0.0,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0
163,0,1,0,0,1,0,Very familiar,"10,000-20,000",1,1,0,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
164,1,0,0,0,1,0,Somewhat familiar,"10,000-20,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
165,0,1,1,0,1,0,Somewhat familiar,"10,000-20,000",1,1,0,0.0,0.0,Somewhat agree,Strongly agree,Neither agree nor disagree,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
166,0,1,0,0,0,0,Very familiar,"10,000-20,000",0,0,1,0.0,0.0,Somewhat agree,Somewhat agree,Somewhat disagree,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
167,1,1,0,1,1,0,Somewhat familiar,"10,000-20,000",1,0,0,4.0,0.0,Somewhat agree,Somewhat agree,Somewhat agree,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
168,0,1,0,1,0,0,Very familiar,"10,000-20,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
169,1,0,0,1,0,0,Not at all familiar,"10,000-20,000",0,0,1,3.0,0.0,Somewhat disagree,Strongly disagree,Strongly disagree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
170,1,0,0,0,1,0,Somewhat familiar,"Less than 10,000",0,0,1,3.0,0.0,Strongly agree,Strongly agree,Somewhat agree,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
171,1,1,0,1,0,0,Very familiar,"10,000-20,000",0,0,1,5.0,0.0,Strongly agree,Somewhat agree,Neither agree nor disagree,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
172,1,0,0,0,1,0,Very familiar,"Less than 10,000",0,0,1,5.0,0.0,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
173,0,0,1,0,0,0,Not at all familiar,"Less than 10,000",0,0,1,0.0,0.0,Neither agree nor disagree,Somewhat agree,Somewhat agree,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
174,1,0,0,1,1,0,Not at all familiar,"20,001-50,000",0,0,1,5.0,0.0,Strongly agree,Somewhat agree,Neither agree nor disagree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
175,1,0,0,1,0,0,Not at all familiar,"10,000-20,000",0,0,1,5.0,0.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
176,1,0,0,1,1,0,Not at all familiar,"20,001-50,000",1,0,0,0.0,2.0,Strongly agree,Somewhat agree,Somewhat disagree,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
177,0,1,0,0,1,0,Very familiar,"Less than 10,000",1,1,0,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
178,0,1,0,0,1,0,Very familiar,"Less than 10,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Somewhat disagree,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
179,1,0,0,1,1,0,Very familiar,"10,000-20,000",1,0,0,5.0,0.0,Strongly agree,Neither agree nor disagree,Strongly agree,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
180,0,1,0,1,1,0,Very familiar,"10,000-20,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Somewhat disagree,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0
181,0,1,0,1,0,0,Somewhat familiar,"10,000-20,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Neither agree nor disagree,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
182,0,1,0,0,1,0,Very familiar,"10,000-20,000",0,0,1,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
183,1,0,0,0,1,0,Somewhat familiar,"Less than 10,000",1,1,0,3.0,0.0,Somewhat agree,Somewhat agree,Neither agree nor disagree,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
184,1,0,0,0,1,0,Not at all familiar,"10,000-20,000",0,0,1,4.0,0.0,Somewhat agree,Neither agree nor disagree,Somewhat agree,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
185,0,1,0,1,1,0,Very familiar,"10,000-20,000",1,0,0,0.0,0.0,Strongly agree,Somewhat disagree,Somewhat disagree,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
186,1,0,0,0,0,0,Not at all familiar,"10,000-20,000",0,0,1,2.0,0.0,Neither agree nor disagree,Somewhat agree,Somewhat agree,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
187,0,1,0,0,1,0,Very familiar,"20,001-50,000",1,1,0,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
188,0,1,0,0,1,0,Not at all familiar,"10,000-20,000",1,1,0,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0
189,0,1,0,0,0,1,Not at all familiar,"10,000-20,000",0,0,1,0.0,0.0,Somewhat agree,Strongly agree,Neither agree nor disagree,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
190,0,1,0,0,0,1,Somewhat familiar,"10,000-20,000",0,0,1,0.0,0.0,Strongly agree,Somewhat agree,Somewhat agree,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0
191,1,0,0,0,1,0,Not at all familiar,"20,001-50,000",1,0,0,4.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
192,1,0,0,1,1,0,Somewhat familiar,"Less than 10,000",1,0,0,4.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
193,0,1,0,0,1,0,Very familiar,"10,000-20,000",1,0,0,0.0,0.0,Neither agree nor disagree,Somewhat agree,Somewhat agree,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
194,0,1,0,0,1,0,Somewhat familiar,"10,000-20,000",0,0,1,0.0,0.0,Neither agree nor disagree,Somewhat agree,Somewhat agree,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
195,1,0,0,1,1,0,Somewhat familiar,"10,000-20,000",0,0,1,2.0,0.0,Neither agree nor disagree,Somewhat agree,Strongly disagree,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
196,0,1,1,1,1,0,Not at all familiar,"Less than 10,000",1,0,0,0.0,0.0,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
197,1,0,0,1,1,0,Not at all familiar,"Less than 10,000",1,0,0,3.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
198,1,1,0,1,1,0,Somewhat familiar,"20,001-50,000",1,1,0,3.0,0.0,Strongly agree,Strongly agree,Somewhat agree,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
199,1,0,0,0,1,0,Not at all familiar,"10,000-20,000",0,0,1,3.0,0.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
200,1,1,0,0,1,0,Somewhat familiar,"10,000-20,000",1,1,0,3.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0
201,1,1,0,1,1,0,Very familiar,"20,001-50,000",1,1,0,4.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
202,1,0,0,0,1,0,Not at all familiar,"Less than 10,000",0,0,1,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
203,0,0,1,0,1,0,Somewhat familiar,"10,000-20,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
204,0,1,0,1,1,0,Very familiar,"10,000-20,000",1,0,0,0.0,0.0,Somewhat agree,Somewhat agree,Strongly agree,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0
205,1,0,0,1,1,0,Not at all familiar,"10,000-20,000",0,0,1,3.0,0.0,Somewhat disagree,Somewhat agree,Strongly disagree,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
206,1,0,0,0,1,0,Not at all familiar,"Less than 10,000",0,0,1,3.0,0.0,Strongly agree,Neither agree nor disagree,Strongly disagree,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
207,0,1,0,1,1,0,Somewhat familiar,"20,001-50,000",1,1,0,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
208,0,1,0,0,0,1,Very familiar,"20,001-50,000",0,0,1,0.0,0.0,Neither agree nor disagree,Somewhat agree,Somewhat disagree,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
209,1,0,0,1,1,0,Not at all familiar,"10,000-20,000",0,0,1,0.0,0.0,Neither agree nor disagree,Somewhat agree,Somewhat disagree,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0
210,0,1,0,0,0,1,Somewhat familiar,"10,000-20,000",0,0,1,0.0,0.0,Somewhat agree,Neither agree nor disagree,Somewhat agree,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0
211,1,0,0,1,1,0,Not at all familiar,"10,000-20,000",0,0,1,0.0,0.0,Somewhat agree,Neither agree nor disagree,Somewhat agree,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
212,1,1,0,0,0,1,Not at all familiar,"Less than 10,000",0,0,1,4.0,0.0,Neither agree nor disagree,Strongly agree,Somewhat agree,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
213,0,1,0,0,1,0,Very familiar,"20,001-50,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
214,0,1,0,0,1,0,Very familiar,"10,000-20,000",1,1,0,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
215,1,0,0,0,1,0,Somewhat familiar,"20,001-50,000",1,1,0,5.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0
216,1,1,0,1,1,0,Somewhat familiar,"20,001-50,000",1,1,0,5.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
217,0,0,1,0,1,0,Not at all familiar,"Less than 10,000",0,0,1,0.0,0.0,Strongly agree,Somewhat agree,Neither agree nor disagree,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
218,0,1,0,0,1,0,Somewhat familiar,"Less than 10,000",1,1,0,0.0,0.0,Neither agree nor disagree,Strongly agree,Strongly disagree,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
219,1,0,0,0,1,0,Not at all familiar,"10,000-20,000",0,0,1,5.0,0.0,Strongly disagree,Strongly disagree,Strongly disagree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
220,0,1,0,0,1,0,Very familiar,"Less than 10,000",0,0,1,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
221,0,0,1,1,1,0,Very familiar,"10,000-20,000",1,1,0,0.0,5.0,Strongly agree,Strongly agree,Somewhat agree,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
222,1,0,0,0,0,1,Somewhat familiar,"Less than 10,000",0,0,1,2.0,0.0,Somewhat agree,Somewhat agree,Somewhat agree,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,1,0,1,1,1,0,Not at all familiar,"10,000-20,000",1,0,0,4.0,0.0,Strongly agree,Neither agree nor disagree,Somewhat agree,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
224,1,0,0,1,1,0,Not at all familiar,"Less than 10,000",0,0,1,5.0,0.0,Strongly agree,Somewhat disagree,Somewhat agree,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
225,0,1,0,0,1,0,Somewhat familiar,"Less than 10,000",1,1,0,0.0,0.0,Neither agree nor disagree,Strongly agree,Strongly disagree,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
226,1,0,0,1,1,0,Somewhat familiar,"10,000-20,000",1,0,0,3.0,0.0,Somewhat agree,Somewhat agree,Neither agree nor disagree,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
227,1,1,0,1,1,0,Somewhat familiar,"10,000-20,000",1,0,0,5.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
228,1,1,0,1,1,0,Somewhat familiar,"10,000-20,000",1,0,0,1.0,0.0,Strongly agree,Somewhat agree,Strongly agree,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
229,0,0,1,1,1,0,Somewhat familiar,"10,000-20,000",0,0,1,0.0,0.0,Somewhat agree,Somewhat agree,Somewhat agree,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,0,1,0,0,1,0,Somewhat familiar,"Less than 10,000",1,1,0,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
231,0,0,1,1,0,0,Very familiar,"10,000-20,000",1,0,0,0.0,0.0,Strongly disagree,Neither agree nor disagree,Strongly disagree,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
232,1,1,0,1,1,0,Somewhat familiar,"20,001-50,000",1,1,0,3.0,0.0,Somewhat agree,Strongly agree,Neither agree nor disagree,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
233,1,0,0,1,1,0,Somewhat familiar,"10,000-20,000",0,0,1,5.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
234,0,0,0,,,,Very familiar,,0,0,1,0.0,0.0,Neither agree nor disagree,Strongly agree,Strongly agree,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
235,0,1,0,0,1,0,Very familiar,"20,001-50,000",1,0,0,0.0,0.0,Somewhat agree,Strongly agree,Neither agree nor disagree,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0
236,1,0,0,0,1,0,Not at all familiar,"Less than 10,000",0,0,1,4.0,0.0,Strongly agree,Strongly agree,Neither agree nor disagree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
237,0,1,0,0,1,0,Very familiar,"10,000-20,000",0,0,1,0.0,0.0,Strongly agree,Somewhat agree,Somewhat agree,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
238,1,0,0,1,1,0,Somewhat familiar,"Less than 10,000",0,0,1,0.0,0.0,Strongly agree,Somewhat agree,Neither agree nor disagree,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
239,1,0,0,0,1,0,Not at all familiar,"Less than 10,000",1,0,0,3.0,0.0,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
240,1,1,1,1,1,0,Very familiar,"20,001-50,000",1,0,0,5.0,0.0,Strongly agree,Somewhat agree,Somewhat agree,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0
241,0,1,0,0,0,0,Very familiar,"10,000-20,000",0,0,1,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
242,0,0,0,,,,Very familiar,,0,0,1,0.0,0.0,Somewhat agree,Somewhat agree,Somewhat agree,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
243,1,1,0,1,1,0,Somewhat familiar,"10,000-20,000",0,0,1,4.0,0.0,Strongly agree,Strongly agree,Somewhat agree,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
244,1,0,0,1,0,0,Not at all familiar,"Less than 10,000",0,0,1,5.0,0.0,Somewhat disagree,Somewhat agree,Somewhat disagree,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
245,1,1,0,0,1,0,Very familiar,"10,000-20,000",0,0,1,4.0,0.0,Strongly agree,Somewhat agree,Somewhat agree,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
246,1,0,0,0,0,1,Not at all familiar,"Less than 10,000",0,0,1,5.0,0.0,Strongly agree,Strongly agree,Strongly disagree,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
247,0,1,0,1,1,0,Very familiar,"10,000-20,000",1,1,0,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
248,1,0,0,1,1,0,Somewhat familiar,"10,000-20,000",1,0,0,5.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
249,1,1,0,1,1,0,Very familiar,"Less than 10,000",1,1,0,4.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
250,0,1,0,0,1,0,Very familiar,"Less than 10,000",0,0,1,0.0,0.0,Strongly agree,Somewhat agree,Strongly agree,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
251,1,0,1,0,1,0,Somewhat familiar,"10,000-20,000",0,0,1,4.0,0.0,Somewhat agree,Somewhat agree,Somewhat disagree,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
252,1,0,0,1,1,0,Somewhat familiar,"20,001-50,000",1,0,0,0.0,0.0,Strongly agree,Somewhat agree,Strongly agree,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
253,1,0,0,1,1,0,Not at all familiar,"10,000-20,000",1,0,0,5.0,0.0,Somewhat agree,Somewhat agree,Somewhat agree,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
254,1,0,0,0,0,0,Not at all familiar,"10,000-20,000",1,0,0,4.0,0.0,Strongly agree,Strongly agree,Strongly agree,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
255,1,1,0,1,1,0,Somewhat familiar,Unsure,0,0,1,5.0,0.0,Somewhat disagree,Strongly agree,Somewhat disagree,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0
256,1,0,0,1,1,0,Not at all familiar,"10,000-20,000",0,0,1,0.0,0.0,Somewhat agree,Somewhat agree,Somewhat agree,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
257,0,1,0,0,1,0,Somewhat familiar,"10,000-20,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
258,0,1,0,0,1,0,Very familiar,"10,000-20,000",1,1,0,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
259,1,0,0,1,0,0,Not at all familiar,"10,000-20,000",1,0,0,0.0,0.0,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
260,0,1,0,1,1,0,Not at all familiar,"10,000-20,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
261,1,1,1,1,0,0,Not at all familiar,"More than 50,000",1,0,0,5.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
262,0,1,0,1,0,0,Very familiar,"Less than 10,000",0,0,1,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
263,1,1,0,1,0,0,Very familiar,"Less than 10,000",1,0,0,5.0,0.0,Somewhat agree,Somewhat disagree,Somewhat agree,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
264,0,1,0,1,1,0,Very familiar,"10,000-20,000",0,0,1,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
265,1,1,0,0,1,0,Very familiar,"Less than 10,000",0,0,1,4.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
266,0,1,0,0,1,0,Very familiar,"Less than 10,000",0,0,1,0.0,0.0,Somewhat agree,Somewhat agree,Somewhat agree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
267,0,1,0,1,1,0,Very familiar,"10,000-20,000",1,0,0,0.0,0.0,Somewhat disagree,Somewhat agree,Strongly disagree,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
268,1,1,0,1,1,0,Not at all familiar,"Less than 10,000",1,1,0,4.0,0.0,Somewhat disagree,Somewhat agree,Somewhat disagree,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0
